drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,heading_diff,ekf_heading_diff,time_s,SDS
00193.png,2992,00193,1391,15,906,0.806,1.732,"(0.999,0.998,1.000,0.998,1.000)",0.998,0.831,-3933.37662853,-7274.72196686,-27.356,-3935.21122963,-7279.02941909,-29.654,7.5960,6.1839,5.7614,1.8764,9.7949,8276.3341,6.0593,0.0000,0.0000,1.7542,0.9713
00194.png,2938,00194,1349,16,909,0.800,1.735,"(1.000,0.991,1.000,0.993,1.000)",0.993,0.827,-3950.04838662,-7321.45361655,-26.238,-3956.40296011,-7319.25192760,-28.722,12.7280,1.4876,6.3734,3.6893,12.8146,8320.4996,7.3642,0.0000,0.0000,1.8447,0.9755
00195.png,3032,00195,1353,16,846,0.802,1.700,"(1.000,0.970,1.000,0.978,1.000)",0.978,0.823,-3964.91185279,-7365.22784789,-26.762,-3976.06049049,-7360.31840983,-29.088,19.7735,0.0348,8.6249,4.9442,19.7736,8365.9343,9.9416,0.0000,0.0000,1.7670,0.9429
00196.png,2922,00196,1343,16,874,0.818,1.712,"(0.999,0.989,1.000,0.992,1.000)",0.992,0.834,-3994.96682285,-7399.81576906,-26.109,-3997.57254112,-7400.09352761,-28.533,11.9801,7.8407,9.3744,7.5629,14.3178,8411.3725,12.0448,0.0000,0.0000,1.7799,0.9744
00197.png,2924,00197,1315,16,872,0.833,1.739,"(1.000,0.973,0.999,0.980,1.000)",0.980,0.831,-4009.60152725,-7449.27505555,-24.985,-4017.69044772,-7442.15447222,-27.441,19.7934,1.0134,11.7045,8.1340,19.8193,8456.5419,14.2533,0.0000,0.0000,1.6981,0.9712
00198.png,2737,00198,1294,16,786,0.811,1.696,"(1.000,0.996,1.000,0.997,1.000)",0.997,0.836,-4048.10279331,-7490.43068395,-26.102,-4041.02801535,-7485.00517412,-28.380,3.9323,2.7369,11.0070,8.1624,4.7910,8503.1863,13.7033,0.0000,0.0000,1.7322,0.9693
00199.png,2692,00199,1294,16,720,0.798,1.759,"(1.000,1.000,1.000,1.000,1.000)",1.000,0.828,-4073.18021220,-7531.65034845,-26.100,-4065.11755928,-7527.32280461,-28.466,1.3735,4.4421,9.4361,8.7696,4.6496,8552.2782,12.8820,0.0000,0.0000,1.7062,0.9760
00200.png,2677,00200,1241,16,710,0.780,1.753,"(1.000,1.000,1.000,0.999,1.000)",1.000,0.822,-4092.90683576,-7576.41345264,-23.967,-4088.42655355,-7570.21613426,-26.544,3.9211,2.5615,8.4014,8.7588,4.6836,8601.2129,12.1367,0.0000,0.0000,1.7370,0.9866
00201.png,2838,00201,1295,15,727,0.762,1.790,"(0.999,0.999,1.000,0.999,1.000)",0.999,0.813,-4113.43620104,-7623.96957948,-23.863,-4110.34068526,-7614.66863981,-26.263,5.3919,-1.8829,8.4874,7.4181,5.7112,8650.2486,11.2722,0.0000,0.0000,1.7225,0.9717
00202.png,3003,00202,1345,15,824,0.791,1.681,"(0.972,0.972,1.000,0.968,1.000)",0.974,0.819,-4119.07820747,-7685.03913280,-25.028,-4129.80513739,-7662.88179328,-27.244,21.4745,-19.7616,10.7476,2.3958,29.1834,8700.0576,11.0114,0.0000,0.0000,1.8659,0.9734
00203.png,3141,00203,1482,15,892,0.801,1.779,"(0.983,0.997,1.000,0.981,1.000)",0.985,0.820,-4156.11630089,-7722.04114112,-25.039,-4152.92315880,-7709.14183127,-27.361,6.5369,-14.0859,9.7300,-1.1866,15.5288,8752.2315,9.8021,0.0000,0.0000,1.8098,0.9747
00204.png,3269,00204,1489,15,955,0.803,1.754,"(0.998,0.998,1.000,0.998,1.000)",0.998,0.829,-4191.69711415,-7751.94266508,-24.483,-4178.27828635,-7752.24853695,-26.897,-6.8368,-1.7049,6.5820,-2.0108,7.0462,8804.3469,6.8823,0.0000,0.0000,1.7587,0.9777
00205.png,3333,00205,1495,15,931,0.791,1.748,"(0.999,0.993,0.999,0.995,1.000)",0.995,0.824,-4219.06640899,-7796.61150003,-24.796,-4203.74795768,-7796.02247861,-27.156,-12.4221,-4.0312,2.8963,-3.4422,13.0599,8854.5236,4.4986,0.0000,0.0000,1.8095,0.9767
00206.png,3262,00206,1478,15,907,0.768,1.694,"(0.999,0.989,1.000,0.992,1.000)",0.992,0.819,-4243.67131842,-7836.95576539,-24.128,-4229.03337896,-7839.05853617,-26.596,-15.8266,-1.9883,-1.1886,-4.0911,15.9510,8905.3969,4.2603,0.0000,0.0000,1.8424,0.9824
00207.png,3302,00207,1522,15,950,0.792,1.685,"(0.996,0.996,1.000,0.996,1.000)",0.996,0.830,-4241.48310411,-7885.26953817,-24.295,-4248.92470999,-7882.76100184,-26.662,6.9335,-7.8048,-0.5082,-5.2962,10.4397,8955.4204,5.3206,0.0000,0.0000,1.8638,0.9698
00208.png,3501,00208,1587,15,991,0.791,1.673,"(0.988,0.968,1.000,0.977,1.000)",0.975,0.821,-4245.55476376,-7932.11388991,-25.470,-4266.14155244,-7926.59974623,-27.693,23.3750,-12.2409,2.7882,-6.7267,26.3861,9003.2891,7.2817,0.0000,0.0000,1.8719,0.9651
00209.png,3442,00209,1576,15,1012,0.804,1.772,"(0.996,0.992,1.000,0.994,1.000)",0.994,0.826,-4277.82240394,-7967.89027297,-26.735,-4286.47302594,-7968.56242027,-28.942,12.1206,-5.8383,3.4700,-6.5104,13.4534,9049.9252,7.3774,0.0000,0.0000,1.8039,0.9700
00210.png,3342,00210,1566,15,1006,0.791,1.725,"(0.999,1.000,1.000,0.999,1.000)",0.999,0.828,-4310.36778027,-8004.65176431,-25.977,-4309.62762158,-8009.19491928,-28.383,0.9735,-0.5722,1.7137,-5.1154,1.1292,9096.3573,5.3948,0.0000,0.0000,1.7552,0.9796
00211.png,3461,00211,1564,15,1011,0.808,1.723,"(0.998,0.999,1.000,0.997,1.000)",0.998,0.833,-4336.25103170,-8048.92571340,-24.630,-4333.04514316,-8050.91672062,-27.109,-3.6096,-2.6806,-0.4037,-4.6716,4.4961,9142.9868,4.6890,0.0000,0.0000,1.9118,0.9820
00212.png,3429,00212,1563,15,1035,0.804,1.745,"(0.995,0.994,1.000,0.994,1.000)",0.995,0.828,-4344.04338053,-8096.71119749,-24.952,-4352.85049148,-8093.97914873,-27.267,9.6389,-8.0767,0.8318,-5.3446,12.5754,9190.8042,5.4090,0.0000,0.0000,1.8546,0.9706
00213.png,3392,00213,1469,15,950,0.826,1.747,"(0.995,0.985,1.000,0.989,1.000)",0.989,0.832,-4359.70492269,-8138.63292818,-26.160,-4371.86128030,-8136.52049664,-28.365,15.1567,-7.6781,3.0003,-5.5657,16.9905,9238.0565,6.3228,0.0000,0.0000,1.8350,0.9689
00214.png,3362,00214,1547,15,1041,0.818,1.715,"(1.000,0.996,1.000,0.997,1.000)",0.997,0.836,-4389.41884488,-8169.50101512,-24.879,-4393.11570682,-8176.09963371,-27.301,7.0536,3.5036,3.3568,-3.0950,7.8759,9284.4039,4.5658,0.0000,0.0000,1.8356,0.9852
00215.png,3400,00215,1555,15,1041,0.834,1.711,"(0.994,0.980,1.000,0.985,1.000)",0.985,0.836,-4436.66443355,-8201.96751374,-24.778,-4418.79988148,-8214.90984752,-27.164,-18.5118,13.2718,-0.6472,0.3294,22.7778,9329.0489,0.7263,0.0000,0.0000,1.9290,0.9748
00216.png,3479,00216,1593,15,1082,0.830,1.725,"(0.999,0.997,1.000,0.998,1.000)",0.998,0.840,-4431.94716336,-8260.48698676,-26.742,-4438.85182671,-8257.58468795,-28.919,7.3007,-2.3953,0.3960,0.5070,7.6836,9375.2785,0.6434,0.0000,0.0000,1.7993,0.9696
00217.png,3433,00217,1573,15,1068,0.845,1.753,"(0.998,0.981,1.000,0.985,1.000)",0.986,0.836,-4441.43675762,-8304.71358337,-27.761,-4457.86866255,-8299.72287860,-29.966,18.8972,-3.7316,2.4653,1.2591,19.2621,9422.3436,2.7682,0.0000,0.0000,1.8510,0.9690
00218.png,3486,00218,1635,15,1094,0.837,1.763,"(0.998,0.981,1.000,0.985,1.000)",0.986,0.833,-4462.31137664,-8345.11286650,-27.488,-4477.79483314,-8341.08410532,-29.789,19.4562,-1.3987,3.9727,2.6301,19.5064,9468.3300,4.7644,0.0000,0.0000,1.9301,0.9728
00219.png,3546,00219,1663,15,1160,0.854,1.721,"(1.000,0.998,1.000,0.999,1.000)",0.999,0.848,-4497.79618124,-8384.94282992,-27.396,-4500.53122993,-8382.62499421,-29.692,5.7991,1.5693,3.0641,3.8871,6.0077,9514.0691,4.9496,0.0000,0.0000,1.8841,0.9794
00220.png,3468,00220,1668,15,1116,0.827,1.705,"(0.998,0.987,1.000,0.990,1.000)",0.990,0.837,-4512.91136436,-8434.53869212,-26.596,-4521.98648074,-8425.86970196,-28.933,12.7060,-5.2109,3.6309,3.4581,13.7330,9561.4540,5.0142,0.0000,0.0000,1.8488,0.9699
00221.png,3564,00221,1748,15,1096,0.790,1.760,"(1.000,1.000,1.000,1.000,1.000)",1.000,0.825,-4545.76384633,-8472.55646959,-25.826,-4545.12760021,-8468.44697484,-28.176,2.1383,-0.4853,2.7746,3.6242,2.1927,9609.8260,4.5643,0.0000,0.0000,1.8307,0.9770
00222.png,3659,00222,1781,15,1085,0.785,1.746,"(0.999,0.993,1.000,0.995,1.000)",0.995,0.822,-4582.43259031,-8508.92947001,-25.732,-4570.19274315,-8510.37367254,-28.044,-12.3205,6.0309,-0.0806,4.5866,13.7173,9658.4119,4.5874,0.0000,0.0000,1.9110,0.9784
00223.png,3593,00223,1690,15,1005,0.800,1.771,"(0.999,1.000,1.000,0.999,1.000)",0.999,0.827,-4588.58843412,-8558.89084442,-23.503,-4591.84508389,-8553.78527020,-25.987,3.4419,-1.0235,0.1852,4.0820,3.5909,9707.3543,4.0862,0.0000,0.0000,1.8375,0.9797
00224.png,3632,00224,1772,15,961,0.755,1.749,"(0.999,0.999,1.000,0.999,1.000)",0.999,0.814,-4613.04165785,-8602.90624456,-23.198,-4612.92336342,-8597.97410267,-25.526,0.7239,-2.0073,0.8422,2.9249,2.1338,9755.9068,3.0437,0.0000,0.0000,1.8273,0.9697
00225.png,3637,00225,1602,15,894,0.721,1.743,"(0.998,0.991,1.000,0.993,1.000)",0.993,0.801,-4649.42808505,-8647.49878152,-23.427,-4636.32760550,-8642.83004602,-25.702,-14.2282,-3.5448,-1.1277,1.1240,14.6631,9804.9282,1.5922,0.0000,0.0000,2.0307,0.9716
00226.png,3644,00226,1620,15,855,0.741,1.823,"(0.985,0.993,1.000,0.983,1.000)",0.987,0.798,-4643.39021871,-8697.06098849,-21.695,-4655.05466032,-8688.03157594,-24.151,12.8646,-10.1755,1.2002,-1.1461,16.4024,9855.8092,1.6595,0.0000,0.0000,1.8199,0.9833
00227.png,3716,00227,1535,15,900,0.756,1.740,"(0.998,1.000,1.000,0.998,1.000)",0.999,0.815,-4675.73459799,-8733.46539309,-23.112,-4675.05650539,-8732.26883801,-25.261,1.5046,-3.7163,2.1827,-2.5198,4.0094,9904.5009,3.3337,0.0000,0.0000,1.8834,0.9647
00228.png,3598,00228,1635,15,1026,0.767,1.773,"(0.998,0.999,1.000,0.997,1.000)",0.998,0.816,-4703.32464043,-8776.78650021,-24.153,-4697.17031706,-8776.24063150,-26.319,-5.3964,-4.1961,0.7580,-3.6503,6.8358,9953.0433,3.7281,0.0000,0.0000,1.9252,0.9711
00229.png,3617,00229,1617,15,891,0.779,1.725,"(0.991,0.991,1.000,0.990,1.000)",0.992,0.820,-4706.48252114,-8826.85688491,-23.578,-4716.39908777,-8820.90721813,-25.877,11.8805,-11.5243,1.9639,-5.5746,16.5516,10002.3880,5.9105,0.0000,0.0000,1.8371,0.9855
00230.png,3552,00230,1449,15,761,0.730,1.751,"(0.993,0.968,1.000,0.977,1.000)",0.976,0.795,-4720.35286452,-8870.12011360,-26.013,-4734.96424555,-8864.98173645,-27.965,18.4407,-12.0364,3.8293,-6.8980,22.0212,10050.8646,7.8896,0.0000,0.0000,1.9226,0.9577
00231.png,3475,00231,1441,15,758,0.724,1.805,"(0.999,1.000,1.000,0.999,1.000)",0.999,0.800,-4762.34119715,-8894.14337750,-26.905,-4758.08475009,-8904.72589007,-29.037,-2.7809,6.3675,1.4756,-4.2150,6.9483,10098.4757,4.4658,0.0000,0.0000,1.7650,0.9915
00232.png,3462,00232,1508,15,844,0.717,1.783,"(1.000,0.989,1.000,0.992,1.000)",0.992,0.796,-4769.26932963,-8938.68164942,-25.047,-4778.93961736,-8944.66157713,-27.494,11.2555,4.0995,1.5853,-1.8804,11.9789,10144.1993,2.4595,0.0000,0.0000,1.8216,0.9824
00233.png,3441,00233,1597,15,977,0.796,1.805,"(0.997,0.985,1.000,0.989,1.000)",0.989,0.818,-4789.55740675,-8987.60383122,-25.191,-4798.69071591,-8986.75732472,-27.428,12.1574,-2.3209,3.0241,-1.4744,12.3769,10188.9765,3.3643,0.0000,0.0000,1.8142,0.9823
00234.png,3461,00234,1581,15,886,0.769,1.711,"(0.998,0.997,1.000,0.997,1.000)",0.998,0.821,-4817.34384100,-9032.58306744,-25.009,-4820.06411362,-9029.79462890,-27.259,5.7699,-4.7983,3.0497,-2.0099,7.5044,10235.2943,3.6524,0.0000,0.0000,1.6679,0.9859
00235.png,3490,00235,1654,15,987,0.816,1.719,"(1.000,1.000,1.000,1.000,1.000)",1.000,0.837,-4845.88332634,-9068.30487625,-26.073,-4842.69430549,-9071.21012268,-28.229,-1.4384,2.0173,1.7506,-0.8880,2.4775,10283.3666,1.9630,0.0000,0.0000,1.7545,0.9675
00236.png,3532,00236,1718,15,1024,0.801,1.712,"(0.999,0.999,1.000,0.999,1.000)",0.999,0.832,-4861.50304192,-9112.11429435,-26.801,-4864.44565016,-9112.74017717,-28.965,4.0492,0.7920,1.1066,0.1661,4.1259,10330.5209,1.1190,0.0000,0.0000,1.7753,0.9714
00237.png,3430,00237,1703,15,1001,0.764,1.659,"(0.997,0.995,1.000,0.996,1.000)",0.996,0.823,-4879.80949170,-9158.09186008,-26.802,-4886.11402037,-9154.96764957,-29.020,6.7235,-2.5469,0.4190,0.5773,7.1897,10377.3276,0.7134,0.0000,0.0000,1.7079,0.9736
00238.png,3334,00238,1549,15,974,0.814,1.680,"(0.998,1.000,1.000,0.998,1.000)",0.998,0.838,-4907.13481200,-9199.94886314,-26.432,-4908.82846696,-9197.35908733,-28.686,0.3564,-1.7674,-1.3373,0.8224,1.8030,10424.7769,1.5699,0.0000,0.0000,1.8071,0.9822
00239.png,3167,00239,1524,15,1002,0.831,1.633,"(0.998,1.000,1.000,0.998,1.000)",0.999,0.848,-4927.29707764,-9244.00594469,-25.122,-4930.78518551,-9240.31962824,-27.441,0.9870,-3.2002,-2.5011,0.4861,3.3490,10472.9294,2.5479,0.0000,0.0000,1.8332,0.9767
00240.png,3039,00240,1439,15,994,0.815,1.756,"(0.996,0.999,1.000,0.995,1.000)",0.996,0.831,-4944.74873402,-9288.81774938,-26.068,-4951.41500233,-9283.80348259,-28.196,4.0337,-5.2631,-2.6326,-0.2489,6.6311,10521.2313,2.6443,0.0000,0.0000,1.8577,0.9697
00241.png,2856,00241,1336,15,895,0.819,1.668,"(0.992,0.990,1.000,0.992,1.000)",0.992,0.838,-4955.60373315,-9336.74907784,-26.336,-4970.55097466,-9327.94222590,-28.481,13.6085,-10.5836,-1.3387,-1.7767,17.2396,10569.3528,2.2246,0.0000,0.0000,1.7811,0.9740
00242.png,2884,00242,1341,15,857,0.808,1.696,"(0.999,0.997,1.000,0.998,1.000)",0.998,0.835,-4995.94054048,-9371.55671958,-27.046,-4993.92287013,-9370.35214959,-29.170,-6.1621,-2.9073,-4.1445,-1.7027,6.8135,10617.3291,4.4806,0.0000,0.0000,1.7674,0.9673
00243.png,2958,00243,1333,15,829,0.816,1.769,"(0.995,1.000,1.000,0.995,1.000)",0.996,0.831,-5008.37179170,-9419.21558247,-26.028,-5015.67086372,-9413.50725302,-28.285,1.9495,-8.1679,-5.3496,-2.4595,8.3973,10665.8105,5.8879,0.0000,0.0000,1.7141,0.9744
00244.png,2985,00244,1287,15,822,0.822,1.777,"(0.999,1.000,1.000,0.999,1.000)",0.999,0.834,-5033.36493791,-9454.69305687,-26.189,-5037.31335776,-9455.23234249,-28.353,-2.4542,-1.3150,-6.4026,-1.8543,2.7843,10714.1837,6.6658,0.0000,0.0000,1.8484,0.9728
00245.png,2902,00245,1316,15,843,0.788,1.737,"(0.998,0.989,1.000,0.992,1.000)",0.992,0.822,-5037.35283142,-9498.01457695,-25.548,-5055.79254513,-9496.73078663,-27.752,14.1820,-2.4208,-4.2578,-1.1370,14.3871,10761.1021,4.4070,0.0000,0.0000,1.7336,0.9680
00246.png,2900,00246,1312,15,820,0.782,1.722,"(1.000,0.998,1.000,0.998,1.000)",0.998,0.825,-5065.45758995,-9537.96563747,-24.895,-5075.47246756,-9538.19929582,-27.099,6.9026,-0.2196,-3.1123,-0.4533,6.9061,10806.1738,3.1451,0.0000,0.0000,1.7464,0.9694
00247.png,3030,00247,1392,15,937,0.819,1.658,"(0.991,0.983,1.000,0.986,1.000)",0.986,0.836,-5075.52852400,-9590.51708267,-25.084,-5092.91788905,-9582.18932061,-27.179,17.7341,-10.6300,0.3447,-2.3022,20.6759,10851.8576,2.3279,0.0000,0.0000,1.7292,0.9715
00248.png,3044,00248,1404,16,907,0.804,1.719,"(0.992,0.993,1.000,0.991,1.000)",0.993,0.829,-5101.55986341,-9633.60467473,-26.002,-5112.34402470,-9626.07233360,-28.012,12.9216,-11.7535,2.1374,-4.2211,17.4674,10898.8602,4.7314,0.0000,0.0000,1.8752,0.9623
00249.png,3094,00244,69,16,23,0.622,1.155,"(1.000,0.969,0.973,0.975,1.000)",0.975,0.833,-5140.63060318,-9718.30606056,-25.051,-5137.46152978,-9680.62774211,-27.201,-4.5340,-54.8592,-1.3649,-17.1809,55.0463,10946.7886,17.2350,0.0000,0.0000,1.6838,0.6902
00250.png,3076,00250,1442,16,948,0.815,1.715,"(0.994,0.990,1.000,0.992,1.000)",0.992,0.833,-5143.95136622,-9711.26576670,-25.617,-5156.13366101,-9720.22238626,-27.646,14.0896,-6.4849,1.9073,-15.4415,15.5103,11007.9842,15.5588,0.0000,0.0000,1.8309,0.9789
00251.png,3170,00251,1511,16,957,0.811,1.601,"(0.995,0.995,1.000,0.994,1.000)",0.995,0.843,-5169.39175535,-9753.11706343,-26.981,-5176.25419275,-9759.94738943,-28.939,10.8422,-7.0456,3.9797,-13.8759,12.9303,11051.2385,14.4353,0.0000,0.0000,1.7771,0.9692
00252.png,3195,00252,1483,16,914,0.810,1.725,"(1.000,1.000,1.000,1.000,1.000)",1.000,0.834,-5201.00369235,-9788.89291373,-27.195,-5199.29393269,-9798.67427624,-29.251,1.6655,-1.6532,3.3753,-11.4346,2.3467,11095.4006,11.9223,0.0000,0.0000,1.7645,0.9708
00253.png,3151,00253,1451,16,898,0.798,1.740,"(0.999,0.996,1.000,0.997,1.000)",0.997,0.827,-5232.85634247,-9828.21773073,-26.395,-5224.05731165,-9837.70485370,-28.571,-7.7907,0.2347,1.0083,-9.2525,7.7942,11140.1326,9.3072,0.0000,0.0000,1.6817,0.9749
00254.png,3090,00254,1411,16,837,0.761,1.678,"(0.998,1.000,1.000,0.998,1.000)",0.999,0.822,-5245.06708659,-9874.86114576,-25.799,-5246.23020897,-9878.26750288,-27.961,2.1470,-5.0224,0.9839,-8.4288,5.4621,11186.0906,8.4860,0.0000,0.0000,1.8639,0.9755
00255.png,3048,00255,1398,16,894,0.759,1.704,"(0.998,0.998,1.000,0.998,1.000)",0.998,0.819,-5274.68192095,-9915.25580105,-26.100,-5269.40419842,-9919.12787233,-28.184,-5.2494,-4.0251,0.0284,-7.8972,6.6149,11232.2049,7.8972,0.0000,0.0000,1.8073,0.9772
00256.png,2948,00256,1464,16,940,0.786,1.719,"(0.998,0.992,1.000,0.994,1.000)",0.994,0.824,-5303.58955674,-9956.55474621,-25.042,-5293.80199870,-9960.18736876,-27.262,-12.0580,-3.9889,-2.2704,-7.6215,12.7006,11279.1326,7.9525,0.0000,0.0000,1.8166,0.9782
00257.png,2987,00257,1508,16,990,0.824,1.663,"(0.995,1.000,1.000,0.995,1.000)",0.996,0.842,-5311.38541330,-10001.19664935,-25.509,-5314.54455542,-10001.78016130,-27.589,1.7239,-7.2189,-1.4353,-7.8024,7.4218,11326.8840,7.9333,0.0000,0.0000,1.8807,0.9657
00258.png,2776,00258,1321,16,870,0.829,1.595,"(1.000,0.999,1.000,0.999,1.000)",0.999,0.851,-5339.34094311,-10036.77925268,-25.603,-5336.83369293,-10041.80982246,-27.714,-4.8009,-1.4975,-2.2936,-6.5280,5.0290,11373.2703,6.9192,0.0000,0.0000,1.6304,0.9746
00259.png,2747,00259,1192,16,812,0.823,1.598,"(1.000,0.996,1.000,0.997,1.000)",0.997,0.848,-5350.40899814,-10082.71220832,-24.961,-5356.86169125,-10083.00144317,-27.117,5.3881,-6.1109,-1.0646,-6.4001,8.1470,11418.9432,6.4880,0.0000,0.0000,1.6993,0.9738
00260.png,2544,00260,967,16,624,0.806,1.686,"(0.998,0.998,1.000,0.997,1.000)",0.998,0.835,-5373.50724596,-10124.51943999,-25.486,-5377.34518495,-10124.55502684,-27.548,3.5214,-6.5451,-0.3165,-6.5807,7.4323,11464.5856,6.5883,0.0000,0.0000,1.6885,0.9494
00261.png,2374,00261,929,16,545,0.821,1.610,"(0.999,0.998,1.000,0.999,1.000)",0.998,0.847,-5405.98234643,-10157.61529168,-26.241,-5400.26224217,-10164.11239817,-28.300,-7.7694,1.7810,-2.0493,-4.7161,7.9709,11510.8352,5.1421,0.0000,0.0000,1.6553,0.9716
00262.png,2183,00262,902,15,510,0.801,1.731,"(1.000,0.998,1.000,0.998,1.000)",0.998,0.830,-5424.50004799,-10200.22946230,-26.105,-5422.65633938,-10204.18394450,-28.234,-5.4321,0.7369,-3.5883,-3.2176,5.4818,11556.4023,4.8197,0.0000,0.0000,1.4905,0.9733
00263.png,2129,00263,825,15,495,0.794,1.708,"(0.998,0.998,1.000,0.998,1.000)",0.998,0.830,-5434.34524796,-10245.35718561,-26.060,-5442.75911704,-10244.98267020,-28.172,5.3058,-2.6493,-3.1080,-2.2748,5.9305,11602.2111,3.8516,0.0000,0.0000,1.5809,0.9680
00264.png,2043,00264,848,15,497,0.770,1.595,"(0.999,0.995,1.000,0.996,1.000)",0.996,0.831,-5467.28998001,-10284.53176240,-25.974,-5465.17743928,-10285.74958497,-28.098,-7.1617,0.0122,-5.0492,-1.2057,7.1618,11647.5528,5.1912,0.0000,0.0000,1.6023,0.9736
00265.png,1918,00263,538,15,193,0.761,1.670,"(0.997,0.997,0.991,0.996,1.000)",0.993,0.820,-5476.33453230,-10361.93626928,-25.262,-5486.22176274,-10334.32845688,-27.412,4.1825,-35.5184,-5.7047,-7.9106,35.7638,11694.0697,9.7530,0.0000,0.0000,1.4356,0.8784
00266.png,1746,00263,337,16,88,0.694,1.493,"(0.979,0.999,0.959,0.979,1.000)",0.969,0.802,-5485.23173750,-10417.22094549,-25.521,-5505.45694043,-10383.83857346,-27.538,16.0133,-49.0750,-4.2119,-15.6926,51.6215,11747.4573,16.2480,0.0000,0.0000,1.5498,0.6689
00267.png,1645,00267,522,16,276,0.756,1.769,"(0.997,0.972,1.000,0.979,1.000)",0.979,0.803,-5507.84698647,-10414.72210755,-26.570,-5523.88688027,-10423.06909307,-28.495,14.7645,-5.1541,-1.2754,-13.5011,15.6383,11800.7607,13.5612,0.0000,0.0000,1.4397,0.9580
00268.png,1567,00268,490,16,240,0.669,1.794,"(0.999,0.995,1.000,0.996,1.000)",0.996,0.782,-5542.78391623,-10445.63124329,-27.348,-5545.40343091,-10460.86116624,-29.295,1.6469,5.3042,-0.9726,-9.9258,5.5539,11843.6216,9.9733,0.0000,0.0000,1.9518,0.9599
00269.png,1590,00270,327,16,72,0.582,1.963,"(1.000,0.985,0.996,0.989,1.000)",0.989,0.826,-5560.55578740,-10481.25324400,-25.283,-5565.80097219,-10496.21252548,-27.524,5.9522,11.0129,0.7070,-3.9464,12.5184,11886.7094,4.0093,0.0000,0.0000,1.3678,0.9619
00270.png,1527,00268,216,16,35,0.448,1.751,"(0.998,0.988,0.991,0.976,1.000)",0.982,0.769,-5588.45986599,-10552.99355034,-25.390,-5587.80478667,-10540.12350755,-27.454,0.0659,-19.1040,0.7210,-6.2339,19.1041,11926.9225,6.2755,0.0000,0.0000,1.6371,0.8465
00271.png,1686,00272,441,16,117,0.538,1.831,"(0.984,1.000,0.999,0.982,1.000)",0.987,0.732,-5602.85601507,-10571.84029011,-27.052,-5608.40687879,-10579.76590012,-28.827,7.4784,3.9410,1.9276,-3.9846,8.4533,11976.2902,4.4263,0.0000,0.0000,1.4426,0.9745
00272.png,1808,00274,333,16,80,0.471,1.448,"(0.976,0.987,0.998,0.974,1.000)",0.979,0.739,-5612.49145448,-10612.52767922,-27.354,-5628.17552533,-10618.54435364,-29.298,19.5853,5.0875,3.9012,-0.9292,20.2353,12020.7791,4.0104,0.0000,0.0000,1.5408,0.9036
00273.png,1867,00274,311,17,71,0.418,1.970,"(0.982,0.992,0.999,0.981,1.000)",0.985,0.758,-5636.40176779,-10663.68988734,-27.092,-5648.65857794,-10659.30549010,-29.138,17.5558,-4.4201,5.2989,-0.0357,18.1036,12064.0221,5.2991,0.0000,0.0000,1.4371,0.9488
00274.png,1909,00273,373,17,106,0.499,1.768,"(0.988,1.000,1.000,0.987,1.000)",0.990,0.726,-5676.66135825,-10717.48791033,-26.708,-5672.30476070,-10702.76916578,-28.811,-0.6458,-16.8173,3.7108,-2.0985,16.8296,12109.5827,4.2631,0.0000,0.0000,1.5264,0.9329
00275.png,1924,00273,223,17,60,0.542,1.887,"(0.992,0.982,0.989,0.984,1.000)",0.985,0.808,-5696.53397293,-10763.10685064,-24.499,-5695.66379040,-10749.03075515,-26.750,1.5588,-21.3014,2.4289,-7.2253,21.3584,12159.3742,7.6227,0.0000,0.0000,1.3944,0.7608
00276.png,2005,00274,278,16,67,0.466,1.765,"(0.996,1.000,0.999,0.994,1.000)",0.995,0.784,-5712.87407162,-10805.32143022,-28.214,-5716.77592504,-10793.87240031,-29.786,7.2308,-22.3378,3.3290,-10.8888,23.4790,12211.6716,11.3863,0.0000,0.0000,1.4331,0.8979
00277.png,2033,00276,206,16,63,0.309,1.834,"(0.999,0.980,1.000,0.985,1.000)",0.985,0.715,-5731.75425846,-10836.56973839,-27.193,-5739.16581017,-10834.86287162,-29.313,10.5740,-12.6127,3.1624,-10.9059,16.4588,12261.4000,11.3551,0.0000,0.0000,1.4145,0.9191
00278.png,1992,00278,536,16,239,0.586,1.925,"(1.000,0.994,1.000,0.996,1.000)",0.996,0.745,-5757.22391851,-10865.37670125,-27.121,-5761.13836853,-10873.79811045,-29.169,7.5481,-0.4441,3.6336,-8.8655,7.5611,12308.0775,9.5813,0.0000,0.0000,1.4195,0.9113
00279.png,2054,00281,321,16,68,0.513,2.081,"(0.990,0.912,1.000,0.884,1.000)",0.913,0.753,-5766.22458475,-10887.52245657,-29.464,-5780.50931690,-10908.60740315,-31.140,21.0138,18.4926,6.7291,-2.5924,27.9921,12352.5584,7.2111,0.0000,0.0000,1.4005,0.8234
00280.png,2025,00280,656,17,341,0.703,1.826,"(0.999,0.998,1.000,0.998,1.000)",0.998,0.791,-5801.71954629,-10948.82554015,-29.731,-5803.95719332,-10948.21319522,-31.675,8.1745,-1.8060,5.9369,-1.1936,8.3716,12391.6966,6.0557,0.0000,0.0000,1.4688,0.9632
