drone_image,features_drone,tile,total_matches,search_tiles,inliers,LG_confidence,median_reproj_error_px,shape_terms,shape_score,overall_confidence,x_meas,y_meas,phi_meas_deg,x_ekf,y_ekf,phi_ekf_deg,dx,dy,dx_ekf,dy_ekf,error,error_pred,ekf_error,heading_diff,ekf_heading_diff,time_s,SDS
00412.png,3541,00412,1435,24,889,0.774,1.686,"(0.961,1.000,0.974,0.999)",0.970,0.796,-6975.85008646,-15375.21552281,140.538,-6967.64600588,-15356.26671292,140.251,16.2677,-20.9516,24.4717,-2.0027,26.5255,16855.6549,24.5536,0.0000,0.0000,1.4618,0.9766
00413.png,3461,00413,1400,25,861,0.731,1.721,"(0.993,1.000,0.995,0.999)",0.994,0.786,-6960.02413701,-15342.31642376,142.228,-6947.64946551,-15330.80466941,141.965,7.2770,-11.5542,19.6517,-0.0425,13.6549,16826.0053,19.6518,0.0000,0.0000,1.5448,0.9702
00414.png,3530,00414,1373,24,900,0.743,1.613,"(0.970,1.000,0.980,0.999)",0.977,0.792,-6933.20995435,-15328.35125474,142.742,-6927.40776174,-15307.73237462,142.589,9.8341,-21.8100,15.6363,-1.1911,23.9246,16794.8625,15.6816,0.0000,0.0000,1.5019,0.9701
00415.png,3564,00408,234,25,73,0.719,1.560,"(0.909,0.900,0.908,0.999)",0.912,0.815,-6874.42750131,-15271.18015915,144.215,-6897.15210189,-15275.29879008,143.972,44.9854,10.3221,22.2608,6.2034,46.1544,16766.0814,23.1090,0.0000,0.0000,1.5649,0.4764
00416.png,3629,00416,1575,25,1012,0.799,1.684,"(0.941,1.000,0.961,0.998)",0.954,0.800,-6875.62394247,-15280.45397268,146.114,-6876.38009055,-15253.17949077,145.806,20.9305,-24.9037,20.1744,2.3708,32.5312,16723.1728,20.3132,0.0000,0.0000,1.5319,0.9792
00417.png,3800,00417,1590,25,1095,0.819,1.645,"(0.919,1.000,0.946,0.997)",0.938,0.804,-6848.25775402,-15256.35523536,148.374,-6855.14736914,-15230.39088193,148.020,26.3849,-27.7443,19.4952,-1.7799,38.2871,16694.9785,19.5763,0.0000,0.0000,1.5688,0.9806
00418.png,4040,00418,1583,25,1114,0.826,1.651,"(0.760,1.000,0.837,0.989)",0.815,0.757,-6802.31915711,-15245.15141773,150.142,-6830.71303362,-15208.10648244,149.741,51.5475,-44.5429,23.1536,-7.4979,68.1264,16665.8554,24.3374,0.0000,0.0000,1.4796,0.9640
00419.png,4036,00419,1574,25,1101,0.836,1.622,"(0.656,1.000,0.761,0.978)",0.733,0.731,-6770.10560202,-15224.04467791,153.546,-6806.21041176,-15185.25537098,152.869,64.7822,-52.8423,28.6774,-14.0530,83.6005,16635.7812,31.9355,0.0000,0.0000,1.7944,0.9433
00420.png,3994,00420,1656,24,1179,0.838,1.623,"(0.764,0.999,0.844,0.988)",0.818,0.766,-6761.99394111,-15183.49207445,158.064,-6785.32897059,-15159.43681691,157.330,55.9501,-43.1029,32.6151,-19.0476,70.6277,16605.0796,37.7698,0.0000,0.0000,0.9174,0.9379
00421.png,4080,00421,1722,22,1214,0.827,1.590,"(0.804,0.999,0.878,0.991)",0.850,0.777,-6746.08054249,-15141.02019936,161.000,-6766.83846202,-15129.28626776,160.480,57.0439,-32.9293,36.2860,-21.1953,65.8661,16573.2056,42.0228,0.0000,0.0000,0.8354,0.9514
00422.png,4226,00422,1775,22,1231,0.812,1.638,"(0.798,0.998,0.880,0.990)",0.845,0.765,-6728.41730724,-15101.57429775,164.278,-6749.96168620,-15096.32332886,163.728,62.1205,-26.8870,40.5761,-21.6360,67.6895,16538.2260,45.9841,0.0000,0.0000,0.9432,0.9411
00423.png,4650,00423,1855,21,1366,0.804,1.630,"(0.797,0.997,0.885,0.989)",0.845,0.763,-6715.20527152,-15066.04477119,168.028,-6735.38540224,-15062.25790889,167.418,65.0777,-25.6060,44.8976,-21.8192,69.9341,16501.2888,49.9187,0.0000,0.0000,0.8829,0.9171
00424.png,5047,00424,1888,22,1405,0.805,1.600,"(0.728,0.991,0.847,0.978)",0.791,0.744,-6687.61223805,-15029.12466855,171.780,-6720.41006890,-15026.65526821,171.096,84.9046,-23.7226,52.1068,-21.2532,88.1564,16464.4684,56.2745,0.0000,0.0000,0.9370,0.8839
00425.png,5405,00425,2027,21,1486,0.802,1.587,"(0.791,0.993,0.898,0.986)",0.841,0.764,-6691.31211225,-14980.70508294,175.248,-6710.19760970,-14987.77745622,174.663,76.4620,-11.0577,57.5765,-18.1301,77.2574,16426.0979,60.3635,0.0000,0.0000,0.8680,0.8844
00426.png,4806,00426,1929,21,1424,0.819,1.580,"(0.800,0.993,0.910,0.986)",0.849,0.774,-6689.79825712,-14924.17509541,179.605,-6703.13814212,-14943.91853662,178.963,76.1766,9.4504,62.8367,-10.2931,76.7606,16386.6969,63.6742,0.0000,0.0000,0.8153,0.8561
00427.png,5080,00427,1784,21,1340,0.813,1.588,"(0.780,0.996,0.881,0.986)",0.832,0.764,-6694.12218951,-14870.80296445,-176.087,-6700.59466527,-14897.35553970,-176.739,73.1157,27.0778,66.6432,0.5252,77.9687,16344.0503,66.6453,0.0000,0.0000,0.8454,0.8572
00428.png,4877,00428,1703,20,1286,0.819,1.593,"(0.761,0.996,0.863,0.984)",0.817,0.761,-6698.26126959,-14832.93807794,-172.464,-6701.88502636,-14852.47081546,-173.041,73.1621,29.9695,69.5383,10.4367,79.0624,16300.9336,70.3172,0.0000,0.0000,0.8106,0.8733
00429.png,4616,00429,1642,21,1147,0.788,1.576,"(0.778,0.997,0.871,0.987)",0.830,0.755,-6706.21518656,-14803.22638930,-168.810,-6706.72090895,-14811.17571482,-169.385,71.8300,25.5194,71.3242,17.5701,76.2285,16261.2135,73.4565,0.0000,0.0000,0.8349,0.9158
00430.png,4142,00430,1623,21,1127,0.791,1.615,"(0.861,0.999,0.920,0.995)",0.894,0.778,-6736.50188974,-14772.68414104,-164.954,-6718.72981312,-14772.75100828,-165.455,50.4714,22.5512,68.2435,22.4843,55.2804,16226.7516,71.8521,0.0000,0.0000,0.8350,0.9508
00431.png,3823,00431,1528,21,1032,0.811,1.684,"(0.843,0.998,0.910,0.994)",0.881,0.775,-6744.19527106,-14742.22049960,-161.890,-6731.83568466,-14736.75239245,-162.318,53.6658,20.1388,66.0254,25.6069,57.3201,16198.3772,70.8171,0.0000,0.0000,0.7850,0.9437
00432.png,3827,00432,1410,22,932,0.793,1.704,"(0.765,0.996,0.856,0.987)",0.819,0.742,-6743.94053445,-14703.69241457,-160.008,-6743.85295079,-14700.55662624,-160.358,66.8463,26.3720,66.9339,29.5078,71.8603,16172.6151,73.1495,0.0000,0.0000,0.7692,0.9369
00433.png,3678,00433,1355,23,859,0.805,1.702,"(0.852,0.998,0.909,0.995)",0.886,0.774,-6778.67937484,-14675.73574265,-157.005,-6761.37596832,-14666.83611056,-157.385,47.4165,22.8175,64.7200,31.7171,52.6210,16145.7350,72.0739,0.0000,0.0000,0.7700,0.9505
00434.png,3593,00434,1454,22,1015,0.822,1.682,"(0.923,0.999,0.951,0.998)",0.941,0.804,-6812.00262470,-14650.35932341,-153.725,-6783.98334716,-14636.05701975,-154.073,31.1924,17.3751,59.2117,31.6774,35.7052,16124.0523,67.1527,0.0000,0.0000,0.7930,0.9511
00435.png,3480,00434,1371,22,910,0.831,1.648,"(0.889,0.999,0.931,0.996)",0.915,0.800,-6828.76534112,-14608.47893380,-151.676,-6806.72125327,-14602.88565051,-151.932,32.9522,29.0089,54.9963,34.6021,43.9018,16107.5265,64.9762,0.0000,0.0000,1.7012,0.9478
00436.png,3444,00434,1157,23,720,0.828,1.666,"(0.924,1.000,0.953,0.998)",0.942,0.808,-6862.03881379,-14572.26220472,-149.108,-6832.94479500,-14569.06270661,-149.387,19.7363,35.7281,48.8303,38.9276,40.8169,16088.1989,62.4481,0.0000,0.0000,1.4546,0.9017
00437.png,3355,00437,1510,23,1056,0.830,1.620,"(0.977,1.000,0.984,0.999)",0.982,0.829,-6890.10965744,-14565.66473702,-145.538,-6860.71454066,-14543.26401081,-145.868,12.9486,13.6107,42.3437,36.0115,18.7861,16069.9802,55.5861,0.0000,0.0000,1.4910,0.9680
00438.png,3440,00438,1492,22,1079,0.829,1.669,"(0.960,1.000,0.972,0.999)",0.969,0.819,-6909.31797513,-14531.87016248,-143.539,-6887.79167160,-14516.17022379,-143.767,16.0894,19.3372,37.6157,35.0372,25.1555,16060.7275,51.4057,0.0000,0.0000,1.3761,0.9691
00439.png,3482,00439,1406,22,1048,0.823,1.681,"(0.951,1.000,0.965,0.998)",0.962,0.813,-6937.74857152,-14496.19173281,-141.996,-6916.10775245,-14487.32882953,-142.180,11.0534,27.7368,32.6942,36.5997,29.8581,16049.2015,49.0760,0.0000,0.0000,1.4477,0.9701
00440.png,3680,00440,1475,22,1043,0.813,1.643,"(0.867,1.000,0.906,0.996)",0.897,0.786,-6944.09826951,-14454.65950597,-140.367,-6940.70663260,-14456.35293742,-140.615,28.9544,42.9375,32.3461,41.2441,51.7879,16036.3026,52.4151,0.0000,0.0000,1.4871,0.9816
00441.png,3802,00441,1564,22,1174,0.806,1.632,"(0.910,1.000,0.938,0.997)",0.930,0.797,-6973.95992724,-14437.47433403,-136.520,-6966.89519334,-14429.10181404,-136.971,24.4356,35.0446,31.5003,43.4172,42.7227,16019.9622,53.6407,0.0000,0.0000,1.4641,0.9797
00442.png,3957,00442,1631,21,1217,0.802,1.612,"(0.956,1.000,0.970,0.999)",0.966,0.812,-7008.13649920,-14424.14861851,-133.340,-6995.91713752,-14406.48715900,-133.702,16.8183,24.4088,29.0376,42.0703,29.6420,16009.1442,51.1184,0.0000,0.0000,1.3909,0.9691
00443.png,3953,00443,1540,24,1147,0.803,1.597,"(0.940,1.000,0.960,0.998)",0.954,0.808,-7030.47058483,-14398.08069184,-131.585,-7024.55627298,-14384.36381912,-131.820,22.1518,27.4759,28.0661,41.1928,35.2935,16003.6688,49.8453,0.0000,0.0000,1.6883,0.9705
00444.png,4132,00444,1493,26,1041,0.799,1.641,"(0.873,1.000,0.915,0.996)",0.902,0.782,-7051.44224795,-14365.23523968,-130.137,-7052.37239296,-14360.57301970,-130.369,29.9490,38.2178,29.0189,42.8800,48.5545,15997.6690,51.7763,0.0000,0.0000,1.5434,0.9701
00445.png,3958,00445,1542,28,991,0.771,1.730,"(0.957,1.000,0.972,0.998)",0.967,0.790,-7097.77027451,-14359.42411864,-127.016,-7084.18925736,-14341.04204598,-127.372,13.6282,23.1098,27.2092,41.4918,26.8289,15989.5793,49.6176,0.0000,0.0000,1.5609,0.9730
00446.png,3831,00446,1478,32,932,0.739,1.696,"(0.958,1.000,0.973,0.998)",0.968,0.780,-7126.30598751,-14339.59905718,-123.933,-7116.19084293,-14322.68106572,-124.321,16.0123,22.8962,26.1275,39.8142,27.9398,15988.1566,47.6216,0.0000,0.0000,1.7566,0.9767
00447.png,3693,00447,1522,33,850,0.746,1.731,"(0.950,1.000,0.969,0.998)",0.962,0.778,-7157.58198295,-14318.33192902,-122.056,-7148.99931782,-14304.97649453,-122.322,16.6564,25.0954,25.2391,38.4508,30.1200,15987.9930,45.9943,0.0000,0.0000,1.7704,0.9851
00448.png,3603,00448,1487,36,880,0.786,1.710,"(0.946,1.000,0.966,0.998)",0.958,0.794,-7190.72991345,-14298.20113982,-120.458,-7182.63663877,-14287.72849421,-120.672,16.3886,27.1958,24.4819,37.6684,31.7521,15988.1728,44.9252,0.0000,0.0000,1.8024,0.9826
00449.png,3550,00449,1274,38,852,0.810,1.628,"(0.887,1.000,0.929,0.997)",0.913,0.792,-7216.36680284,-14265.59634819,-118.150,-7215.35930712,-14268.02374721,-118.470,24.5410,42.9156,25.5485,40.4882,49.4370,15988.9886,47.8751,0.0000,0.0000,2.2751,0.9664
00450.png,3588,00450,1439,38,1027,0.839,1.648,"(0.854,0.999,0.911,0.995)",0.888,0.792,-7254.54499526,-14241.02428677,-114.791,-7250.22943239,-14248.10233673,-115.238,21.1771,52.1991,25.4926,45.1210,56.3313,15987.6488,51.8245,0.0000,0.0000,1.3828,0.9512
00451.png,3630,00451,1536,40,1123,0.851,1.655,"(0.867,0.998,0.923,0.995)",0.898,0.801,-7298.35271334,-14224.14778309,-111.018,-7288.24705049,-14229.99820237,-111.501,13.2001,55.7350,23.3058,49.8846,57.2769,15987.8754,55.0603,0.0000,0.0000,1.4370,0.9310
00452.png,3964,00452,1778,39,1286,0.850,1.626,"(0.959,1.000,0.979,0.999)",0.969,0.831,-7344.41992258,-14238.29140983,-107.627,-7328.79771962,-14220.82409309,-107.978,3.7986,30.3804,19.4208,47.8477,30.6170,15991.6370,51.6389,0.0000,0.0000,1.3886,0.9589
00453.png,4130,00453,1860,40,1405,0.857,1.638,"(0.994,1.000,0.996,0.999)",0.995,0.843,-7388.90483932,-14245.13222255,-105.296,-7370.89559607,-14216.98601086,-105.515,-3.4759,13.8893,14.5333,42.0355,14.3177,16004.4663,44.4770,0.0000,0.0000,1.5756,0.9513
00454.png,4192,00454,1909,40,1421,0.863,1.620,"(0.993,1.000,0.994,0.999)",0.995,0.847,-7433.27657809,-14248.78345960,-104.827,-7413.98377720,-14215.78517877,-104.870,-10.2890,1.7366,9.0038,34.7349,10.4346,16022.1370,35.8829,0.0000,0.0000,1.7255,0.9428
00455.png,4284,00455,1944,40,1431,0.837,1.661,"(0.994,1.000,0.995,0.999)",0.995,0.833,-7470.77338513,-14240.19153235,-104.414,-7455.80038738,-14212.82254987,-104.450,-10.1418,2.6297,4.8312,29.9987,10.4771,16041.5128,30.3852,0.0000,0.0000,1.6234,0.9431
00456.png,4309,00358,1646,40,1069,0.821,1.667,"(0.969,1.000,0.981,0.979)",0.974,0.818,-7519.12739079,-14271.15185307,-104.070,-7498.62517734,-14216.49655320,-104.045,-20.8375,-35.4061,-0.3353,19.2492,41.0828,16058.6765,19.2521,0.0000,0.0000,1.6689,0.8765
00457.png,4167,00457,1825,39,1321,0.834,1.612,"(0.967,1.000,0.978,0.999)",0.974,0.828,-7552.10749917,-14249.85611965,-105.743,-7539.76496725,-14215.70168252,-105.562,-16.1863,-21.2304,-3.8437,12.9241,26.6969,16082.2358,13.4836,0.0000,0.0000,1.6232,0.9321
00458.png,4072,00464,383,39,66,0.735,1.256,"(0.967,0.999,0.969,1.000)",0.974,0.854,-7543.21984548,-14219.88103874,-106.542,-7567.12076370,-14209.28310718,-106.501,30.1583,1.5335,6.2574,12.1314,30.1972,16099.8626,13.6501,0.0000,0.0000,1.5998,0.6050
00459.png,4352,00459,1816,39,1326,0.842,1.673,"(0.992,1.000,0.994,0.999)",0.994,0.834,-7619.74736731,-14208.88366051,-104.145,-7607.73297261,-14200.45234144,-104.382,-8.9731,5.7114,3.0413,14.1427,10.6366,16106.2433,14.4660,0.0000,0.0000,1.5993,0.9358
00460.png,4561,00460,1846,39,1434,0.841,1.577,"(0.993,1.000,0.994,0.999)",0.994,0.841,-7660.16547274,-14215.38984732,-103.460,-7648.63945684,-14195.94491413,-103.544,-11.8545,-6.9919,-0.3285,12.4530,13.7629,16119.1356,12.4573,0.0000,0.0000,1.6239,0.9287
00461.png,4610,00461,1843,39,1360,0.833,1.579,"(0.983,1.000,0.988,0.999)",0.987,0.835,-7700.68127206,-14217.97287563,-103.427,-7689.51579678,-14193.18202989,-103.432,-14.8322,-15.4326,-3.6667,9.3582,21.4046,16135.2160,10.0509,0.0000,0.0000,1.6287,0.9386
00462.png,4448,00456,299,39,68,0.715,1.553,"(0.944,0.932,0.949,0.991)",0.941,0.828,-7772.60212830,-14204.60823597,-105.447,-7738.95840318,-14187.47747638,-105.259,-49.2933,-7.8855,-15.6496,9.2452,49.9200,16152.4177,18.1764,0.0000,0.0000,1.6177,0.4880
00463.png,4410,00463,1862,35,1294,0.820,1.696,"(0.992,1.000,0.993,0.999)",0.993,0.823,-7773.17589777,-14197.49057379,-103.437,-7775.91930711,-14181.34193433,-103.619,-12.5303,-6.5008,-15.2737,9.6478,14.1162,16170.1825,18.0656,0.0000,0.0000,1.3810,0.9395
00464.png,4519,00464,1891,33,1343,0.812,1.603,"(0.985,1.000,0.992,0.999)",0.989,0.826,-7805.31640014,-14204.05624735,-103.434,-7811.36553812,-14178.84562594,-103.446,-7.3565,-18.6091,-13.4057,6.6015,20.0104,16183.6555,14.9430,0.0000,0.0000,1.3753,0.9424
00465.png,4572,00465,1853,32,1372,0.807,1.575,"(0.957,1.000,0.979,0.999)",0.968,0.817,-7840.03795083,-14213.20705922,-103.884,-7846.17176593,-14178.70770440,-103.818,-4.6629,-33.3793,-10.7967,1.1201,33.7034,16198.6068,10.8546,0.0000,0.0000,1.2606,0.9425
00466.png,4266,00466,1782,31,1283,0.811,1.553,"(0.979,1.000,0.989,0.999)",0.984,0.827,-7876.71980346,-14197.83978897,-105.767,-7881.20677959,-14175.48853639,-105.586,-3.7006,-24.0021,-8.1876,-1.6509,24.2857,16214.9941,8.3524,0.0000,0.0000,1.1887,0.9576
00467.png,4178,00467,1738,29,1278,0.834,1.632,"(0.984,1.000,0.990,0.999)",0.988,0.831,-7918.53311005,-14187.07024104,-105.276,-7917.74622585,-14169.87822215,-105.310,-7.7236,-19.5110,-6.9367,-2.3190,20.9841,16228.0047,7.3141,0.0000,0.0000,1.0818,0.9569
00468.png,4085,00468,1674,27,1206,0.817,1.581,"(0.998,1.000,0.998,0.999)",0.998,0.833,-7953.77380514,-14168.32088439,-105.428,-7954.09348247,-14161.64469089,-105.443,-4.9960,-7.2037,-5.3157,-0.5275,8.7666,16241.1175,5.3418,0.0000,0.0000,1.0132,0.9419
00469.png,4161,00469,1727,25,1170,0.801,1.671,"(0.999,1.000,0.999,0.999)",0.999,0.819,-7987.54240727,-14161.94444043,-105.009,-7989.66775744,-14153.72318338,-105.073,-0.6988,-7.2125,-2.8241,1.0087,7.2463,16251.6752,2.9989,0.0000,0.0000,0.9359,0.9647
00470.png,3942,00470,1700,23,1161,0.768,1.684,"(0.995,1.000,0.997,0.999)",0.996,0.804,-8027.56361282,-14161.70566032,-105.070,-8026.21298028,-14147.34007197,-105.078,-2.4091,-13.1709,-1.0584,1.1947,13.3894,16262.5043,1.5961,0.0000,0.0000,0.8297,0.9548
00471.png,3349,00471,1355,23,896,0.790,1.614,"(0.914,0.999,0.956,0.997)",0.935,0.794,-8073.32204047,-14188.37356473,-105.157,-8064.44053570,-14147.09086412,-105.096,-8.1584,-46.5024,0.7231,-5.2197,47.2126,16275.0020,5.2696,0.0000,0.0000,0.7816,0.8960
00472.png,2863,00472,1127,23,709,0.753,1.668,"(0.967,1.000,0.984,0.999)",0.975,0.791,-8106.86164336,-14166.68035347,-105.704,-8101.79941294,-14142.82109622,-105.620,-3.2366,-32.0917,1.8257,-8.2325,32.2545,16293.7276,8.4325,0.0000,0.0000,0.7315,0.8911
00473.png,2483,00473,977,23,611,0.752,1.618,"(0.993,1.000,0.996,1.000)",0.994,0.803,-8145.14638925,-14144.18769030,-106.225,-8139.67604941,-14134.85908854,-106.174,-3.0246,-17.5417,2.4457,-8.2131,17.8006,16308.2888,8.5695,0.0000,0.0000,0.7127,0.8984
00474.png,2164,00474,777,22,445,0.723,1.685,"(0.987,1.000,0.990,1.000)",0.990,0.783,-8175.01428310,-14108.30153205,-104.686,-8175.96906085,-14121.37272574,-104.910,5.6727,10.2972,4.7180,-2.7740,11.7563,16320.0040,5.4731,0.0000,0.0000,0.5533,0.8607
00475.png,1702,00469,295,22,64,0.584,1.883,"(0.982,0.962,0.975,0.994)",0.969,0.776,-8257.18498725,-14113.68654555,-103.194,-8223.61095495,-14111.34471569,-103.395,-37.5972,-2.2902,-4.0231,0.0516,37.6669,16327.3867,4.0235,0.0000,0.0000,0.5150,0.4823
00476.png,1046,00475,244,23,64,0.515,1.591,"(0.928,0.992,0.935,0.985)",0.941,0.728,-8279.22227398,-14113.95210619,-103.652,-8265.19398209,-14103.99894894,-103.618,-20.4963,-9.2528,-6.4680,0.7004,22.4881,16344.0222,6.5059,0.0000,0.0000,0.4674,0.8496
00477.png,704,00476,73,22,20,0.440,1.562,"(0.501,0.456,0.516,0.873)",0.508,0.474,-8313.27051383,-14098.77667454,-102.748,-8304.54609413,-14095.11203197,-102.983,-15.5343,-0.6552,-6.8099,3.0094,15.5481,16358.6992,7.4452,0.0000,0.0000,0.3846,0.7317
00478.png,675,00481,56,23,21,0.383,1.510,"(0.718,0.768,0.719,0.801)",0.732,0.557,-8327.97476698,-14092.02954639,-103.036,-8340.18030117,-14087.20435948,-103.044,8.6516,-0.5160,-3.5539,4.3092,8.6670,16371.5104,5.5856,0.0000,0.0000,0.4018,0.5593
00479.png,822,00480,114,23,28,0.407,1.888,"(0.936,0.998,0.960,0.999)",0.951,0.679,-8376.28306152,-14082.35114245,-105.186,-8377.61569280,-14078.92189523,-104.894,-1.1896,2.1437,-2.5223,5.5730,2.4517,16382.7792,6.1172,0.0000,0.0000,0.4031,0.7358
00480.png,1011,00484,216,23,61,0.634,2.045,"(0.884,1.000,0.903,0.971)",0.906,0.770,-8397.51695306,-14098.85047282,-105.520,-8409.40885389,-14076.26901156,-105.414,15.9609,-21.2340,4.0690,1.3474,26.5638,16393.6232,4.2863,0.0000,0.0000,0.4388,0.6623
00481.png,1292,00479,203,23,69,0.558,1.674,"(0.983,0.998,0.979,1.000)",0.983,0.771,-8473.72773178,-14093.68693898,-104.963,-8453.60727049,-14071.82336535,-104.978,-21.7977,-23.1126,-1.6772,-1.2490,31.7700,16407.1627,2.0912,0.0000,0.0000,0.4905,0.7593
00482.png,1751,00482,613,23,417,0.763,1.547,"(0.953,1.000,0.960,1.000)",0.963,0.801,-8500.96544983,-14076.02626157,-105.591,-8493.73462914,-14064.89842156,-105.529,-10.6623,-12.9738,-3.4315,-1.8459,16.7930,16426.5821,3.8965,0.0000,0.0000,0.5456,0.8759
00483.png,2227,00483,864,23,579,0.800,1.655,"(0.955,1.000,0.962,1.000)",0.965,0.807,-8544.67035850,-14071.32494416,-105.759,-8534.81429233,-14058.03060994,-105.732,-16.0443,-16.0125,-6.1882,-2.7182,22.6676,16441.1271,6.7589,0.0000,0.0000,0.6077,0.8989
00484.png,2667,00479,142,22,52,0.675,1.941,"(0.993,0.958,0.989,0.998)",0.969,0.822,-8610.50717397,-14062.83924796,-106.112,-8583.23339176,-14050.23894396,-106.065,-43.6768,-15.4193,-16.4030,-2.8190,46.3187,16456.5494,16.6435,0.0000,0.0000,0.6534,0.4692
00485.png,3107,00485,1277,22,934,0.804,1.569,"(0.983,1.000,0.987,0.999)",0.987,0.825,-8612.77680876,-14051.66678550,-108.113,-8618.99316043,-14041.98849217,-107.937,-7.8601,-12.3710,-14.0765,-2.6927,14.6568,16475.2104,14.3317,0.0000,0.0000,0.7074,0.9119
00486.png,3471,00486,1404,22,1032,0.809,1.549,"(0.980,1.000,0.988,0.999)",0.985,0.827,-8650.87017056,-14051.57534356,-107.378,-8654.79239252,-14034.67968078,-107.428,-7.9576,-20.7287,-11.8799,-3.8330,22.2037,16485.5827,12.4829,0.0000,0.0000,0.7551,0.9387
00487.png,3752,00487,1608,22,1128,0.823,1.578,"(0.994,1.000,0.996,0.999)",0.995,0.834,-8686.30346851,-14030.14573944,-107.883,-8690.56998607,-14024.57076326,-107.864,-5.2891,-7.8629,-9.5556,-2.2879,9.4763,16498.4578,9.8257,0.0000,0.0000,0.7764,0.9661
00488.png,3761,00488,1666,22,1160,0.813,1.646,"(0.999,1.000,0.999,0.999)",0.999,0.827,-8721.15770494,-14012.01203798,-108.111,-8726.08370685,-14012.53999347,-108.121,-1.9348,1.7905,-6.8608,1.2625,2.6362,16508.4089,6.9760,0.0000,0.0000,0.8311,0.9689
00489.png,3970,00489,1739,23,1206,0.811,1.685,"(0.996,1.000,0.998,0.999)",0.997,0.822,-8759.40367153,-14013.05525654,-107.761,-8761.94974618,-14003.13215911,-107.806,-1.8755,-7.6284,-4.4216,2.2947,7.8556,16516.8005,4.9816,0.0000,0.0000,0.8816,0.9449
00490.png,3985,00490,1797,23,1307,0.808,1.576,"(0.987,1.000,0.993,0.999)",0.990,0.827,-8800.26334521,-14010.23642459,-108.884,-8798.90259082,-13995.21245247,-108.784,-4.2914,-13.2643,-2.9307,1.7597,13.9412,16528.0505,3.4184,0.0000,0.0000,0.8839,0.9659
00491.png,4172,00491,1902,22,1365,0.795,1.662,"(0.993,1.000,0.997,0.999)",0.995,0.816,-8831.80057543,-13999.03972609,-108.156,-8834.26101204,-13986.19560096,-108.222,2.5112,-10.7806,0.0508,2.0636,11.0692,16540.3844,2.0642,0.0000,0.0000,0.9188,0.9658
00492.png,4285,00492,1938,22,1432,0.817,1.631,"(0.999,1.000,0.999,0.999)",0.999,0.829,-8866.80056977,-13979.31345940,-108.047,-8869.61349495,-13975.36044752,-108.085,6.0977,0.2928,3.2847,4.2458,6.1047,16551.9974,5.3681,0.0000,0.0000,0.9526,0.9696
00493.png,4321,00487,271,22,86,0.795,1.349,"(0.992,0.981,0.989,0.993)",0.984,0.839,-8960.01844442,-13990.52461641,-108.752,-8920.58326285,-13968.22568505,-108.659,-48.1290,-19.3452,-8.6938,2.9537,51.8714,16561.8860,9.1819,0.0000,0.0000,0.9315,0.4651
00494.png,4313,00494,2064,22,1543,0.822,1.620,"(0.984,1.000,0.992,0.999)",0.988,0.828,-8946.95472946,-13980.07391156,-109.278,-8954.57201042,-13960.94491637,-109.218,3.9174,-17.6876,-3.6999,1.4414,18.1162,16583.2766,3.9707,0.0000,0.0000,0.9483,0.9696
00495.png,4335,00495,2027,22,1511,0.810,1.720,"(0.989,1.000,0.994,0.999)",0.992,0.816,-8990.57449856,-13968.24071267,-109.862,-8990.80807523,-13952.18742332,-109.796,-0.4519,-15.0516,-0.6855,1.0016,15.0584,16595.0467,1.2137,0.0000,0.0000,0.9569,0.9732
00496.png,4339,00496,2002,22,1496,0.806,1.670,"(0.984,1.000,0.991,0.999)",0.988,0.817,-9034.77778044,-13960.35184043,-109.749,-9028.87997517,-13943.27916425,-109.741,-5.2988,-16.6717,0.5990,0.4010,17.4935,16606.9283,0.7209,0.0000,0.0000,0.9323,0.9745
00497.png,4406,00497,2070,22,1540,0.815,1.616,"(0.956,1.000,0.974,0.998)",0.967,0.817,-9080.46266430,-13962.11996866,-111.180,-9068.71142083,-13936.39330836,-111.009,-11.5121,-28.2415,0.2391,-2.5148,30.4977,16620.2243,2.5262,0.0000,0.0000,0.9301,0.9696
00498.png,4383,00498,2110,22,1511,0.821,1.618,"(0.997,1.000,0.998,0.999)",0.997,0.831,-9109.25684548,-13932.20706522,-112.194,-9106.00412395,-13924.40501273,-112.094,-0.9047,-8.6357,2.3480,-0.8336,8.6829,16635.4030,2.4916,0.0000,0.0000,0.9464,0.9725
00499.png,4216,00499,1965,22,1479,0.831,1.570,"(0.986,1.000,0.992,0.999)",0.990,0.836,-9152.97362371,-13930.18415877,-111.276,-9144.67386401,-13914.02801458,-111.336,-5.1782,-16.9811,3.1216,-0.8249,17.7530,16645.1046,3.2288,0.0000,0.0000,0.9470,0.9716
00500.png,4158,00500,1955,22,1443,0.840,1.659,"(0.988,1.000,0.992,0.999)",0.991,0.833,-9196.24135528,-13915.32873503,-112.154,-9184.81876721,-13902.77574872,-112.073,-8.8917,-12.6208,2.5309,-0.0678,15.4385,16658.2388,2.5318,0.0000,0.0000,0.9347,0.9730
00501.png,3962,00501,1804,23,1361,0.838,1.606,"(0.960,1.000,0.967,0.999)",0.969,0.828,-9251.34575797,-13899.95008218,-112.532,-9228.99445178,-13889.81118910,-112.478,-24.4483,-7.9333,-2.0969,2.2056,25.7032,16670.5798,3.0433,0.0000,0.0000,0.8895,0.9520
